CustomerID,recency,client_since,frequency,quantity_mean,monetary_value,cancel_rate,cluster
15585.0,176,176,1,10.32258064516129,455.29999999999995,0.0,3
18042.0,53,53,1,4.714285714285714,165.04999999999998,0.0,4
16434.0,29,299,7,7.102803738317757,1511.8000000000002,0.0,0
15668.0,217,217,1,72.0,76.32000000000001,0.0,3
15429.0,26,75,2,4.445783132530121,364.9,0.012195121951219513,4
15129.0,50,291,11,21.357142857142858,3447.4,0.0,2
14019.0,46,138,3,15.205882352941176,1398.9599999999998,0.030303030303030304,0
18059.0,23,67,3,12.285714285714286,296.71,0.10526315789473684,4
14066.0,266,266,1,6.428571428571429,152.55,0.0,3
15774.0,68,68,1,3.48,270.79999999999995,0.0,4
17928.0,45,246,2,3.090909090909091,184.46,0.0,3
14473.0,74,282,2,12.571428571428571,234.34,0.0,3
17730.0,3,326,13,16.213636363636365,5288.83,0.009174311926605505,2
14700.0,32,238,3,11.732142857142858,2195.0999999999995,0.0,0
16805.0,173,360,2,5.5,460.5899999999999,0.0,3
15245.0,134,261,3,20.04494382022472,2515.84,0.0,0
14290.0,11,361,5,8.864077669902912,2307.45,0.019801980198019802,0
17265.0,138,180,2,3.1885245901639343,550.0100000000001,0.0,3
14645.0,156,275,2,12.7,597.0899999999999,0.0,3
17480.0,77,77,1,10.838709677419354,506.51,0.06896551724137931,4
14045.0,109,373,4,89.16666666666667,1659.75,0.0,1
16282.0,339,339,1,10.363636363636363,168.3,0.0,3
13937.0,169,169,1,13.666666666666666,158.85,0.0,3
18216.0,31,31,1,7.6923076923076925,481.74999999999994,0.0,4
15541.0,114,114,1,1.6896551724137931,85.13,0.0,3
14044.0,26,309,4,1.4757281553398058,646.4200000000001,0.0,0
14067.0,63,96,2,6.9423076923076925,374.7,0.0,4
17612.0,53,297,6,12.778571428571428,2000.32,0.037037037037037035,0
16180.0,100,252,8,33.25568181818182,10217.48,0.08641975308641975,2
16598.0,285,285,1,6.363636363636363,140.70000000000002,0.1,3
14126.0,7,10,3,28.625,643.6300000000001,0.06666666666666667,4
15393.0,16,281,2,12.5,231.86,0.0,0
12981.0,29,133,2,12.1,372.2199999999999,0.0,4
14640.0,24,227,6,7.348214285714286,2024.45,0.06666666666666667,0
16803.0,65,65,1,10.208333333333334,332.3,0.0,4
17614.0,57,57,1,2.3979591836734695,386.32,0.0,4
17006.0,4,75,4,6.181818181818182,781.78,0.0,4
13521.0,1,10,3,1.7146282973621103,1070.47,0.0,4
16272.0,116,116,1,8.96,411.7,0.0,3
17226.0,308,308,1,19.333333333333332,393.48999999999995,0.0,3
16470.0,51,358,4,3.1575757575757577,747.82,0.006097560975609756,0
14513.0,100,288,3,19.72222222222222,438.49,0.5,1
17937.0,8,362,7,40.7906976744186,4301.22,0.0,2
15255.0,66,66,1,10.404255319148936,890.85,0.0,4
14593.0,21,198,3,2.185430463576159,617.15,0.0,0
18108.0,254,254,1,4.315789473684211,264.65,0.11764705882352941,3
18009.0,235,235,1,3.84375,242.29,0.03225806451612903,3
12886.0,67,219,2,8.848837209302326,1351.09,0.04878048780487805,0
16855.0,23,43,2,8.631578947368421,328.40000000000003,0.0,4
14079.0,124,124,1,25.083333333333332,375.0999999999999,0.0,3
17325.0,280,280,1,10.0,96.8,0.0,3
15407.0,33,305,4,3.72972972972973,1046.74,0.0,0
18044.0,4,360,10,8.0625,2085.65,0.007874015748031496,2
15392.0,4,360,4,14.882352941176471,1515.73,0.011904761904761904,2
13848.0,92,366,3,740.0,1255.0,0.0,1
15649.0,336,367,2,96.0,816.0,0.0,1
14381.0,52,52,1,2.607142857142857,202.68,0.0,4
13299.0,268,268,1,6.0,142.5,0.0,3
14500.0,88,189,3,16.714285714285715,356.85,0.0,0
17556.0,205,205,1,16.833333333333332,157.9,0.0,3
14701.0,10,316,9,2.625730994152047,2462.94,0.045871559633027525,2
16324.0,128,177,3,2.4324324324324325,408.58999999999986,0.0,3
14270.0,331,331,1,6.793103448275862,492.65,0.0,3
12929.0,311,311,1,4.0,105.1,0.125,3
16232.0,43,215,4,14.394736842105264,983.2299999999999,0.02702702702702703,0
16549.0,10,334,10,2.48,4034.9,0.0,2
16362.0,32,91,5,3.6511627906976742,627.29,0.11688311688311688,0
13516.0,21,238,3,22.386363636363637,1389.4100000000003,0.0,0
15325.0,103,103,1,4.8125,161.74,0.0,3
14014.0,77,77,1,27.58974358974359,505.18,0.0,4
17086.0,7,63,6,19.364583333333332,2050.08,0.0,2
14894.0,85,85,1,11.521739130434783,655.7499999999999,0.0,4
14133.0,129,315,3,11.4,590.3399999999999,0.07142857142857142,0
16460.0,28,81,3,6.636363636363637,811.23,0.0,0
17732.0,372,372,1,5.166666666666667,303.96999999999997,0.0,3
13462.0,252,252,1,6.1,143.25,0.1111111111111111,3
16848.0,52,52,1,13.0,281.42,0.0,4
14488.0,67,67,1,16.183673469387756,1047.43,0.06521739130434782,4
15696.0,33,326,8,5.7988505747126435,2619.11,0.03571428571428571,0
17594.0,85,254,2,11.0,993.1800000000001,0.0,0
17552.0,60,372,4,14.18,913.91,0.02040816326530612,0
16402.0,264,369,2,2.56140350877193,293.45,0.0,3
16906.0,81,248,4,3.058139534883721,559.5900000000003,0.0,0
16394.0,56,289,5,23.17,1412.0600000000002,0.20481927710843373,1
17644.0,1,260,11,10.301775147928995,2768.9799999999996,0.07643312101910828,2
16959.0,87,87,1,7.0,117.35000000000001,0.0,3
15472.0,113,113,1,3.3026315789473686,371.5600000000001,0.0,3
15159.0,1,361,30,15.825,18573.68,0.014084507042253521,2
14740.0,197,283,3,7.838709677419355,1423.2099999999996,0.0449438202247191,0
15042.0,199,199,1,6.0,135.93,0.0,3
16775.0,10,367,11,2.7961783439490446,1691.5100000000002,0.0,2
14880.0,77,288,3,7.934782608695652,690.59,0.0,0
16389.0,53,283,4,35.142857142857146,1362.2699999999998,0.029411764705882353,0
17921.0,64,266,4,2.992957746478873,820.2299999999999,0.0,0
15343.0,87,87,1,4.0,364.5,0.0,3
16976.0,267,267,1,44.0,251.51999999999998,0.0,3
13835.0,25,215,4,8.036363636363637,834.57,0.0,0
15577.0,151,305,3,2.282051282051282,258.88000000000005,0.0,3
15044.0,19,362,17,6.1415929203539825,7563.880000000001,0.018018018018018018,2
14529.0,60,110,3,1.5258215962441315,578.6099999999999,0.0,0
14161.0,215,369,3,4.326923076923077,1097.62,0.0,0
16705.0,0,358,20,19.218309859154928,13946.13,0.05185185185185185,2
15602.0,8,368,9,19.28846153846154,1102.3700000000001,0.10638297872340426,2
15483.0,161,266,4,3.4642857142857144,225.26000000000002,0.0,3
15372.0,137,137,1,108.29629629629629,2007.4,0.0,1
14306.0,51,85,2,30.65714285714286,2083.42,0.06060606060606061,0
18181.0,24,24,1,3.2439024390243905,366.84999999999997,0.0,4
13139.0,16,259,7,13.89655172413793,5055.790000000001,0.023529411764705882,2
17676.0,4,366,6,11.974025974025974,1371.18,0.0,2
15886.0,60,60,1,12.25,181.09000000000003,0.0,4
15944.0,276,276,1,8.333333333333334,325.1,0.0,3
18283.0,3,337,16,1.8845618915159945,2039.5800000000002,0.0,2
17735.0,2,367,19,12.230434782608695,13110.02,0.0,2
15531.0,8,30,2,4.954337899543379,1972.3899999999999,0.0,4
12824.0,59,59,1,9.28,397.11999999999995,0.0,4
15254.0,127,127,1,15.277777777777779,300.36000000000007,0.0,3
16185.0,16,232,2,8.387096774193548,529.4100000000001,0.0,0
16553.0,163,360,12,53.43023255813954,5664.57,0.023809523809523808,2
15922.0,373,373,1,11.333333333333334,363.6000000000001,0.09090909090909091,3
17972.0,241,241,1,1.2,135.19,0.0,3
16520.0,186,365,3,3.5477707006369426,1036.62,0.00641025641025641,0
14057.0,23,360,17,16.224137931034484,6141.099999999999,0.024734982332155476,2
17523.0,11,19,4,26.424242424242426,652.74,0.0,4
13844.0,11,11,1,9.8,361.62,0.0,4
15275.0,37,37,1,11.833333333333334,609.1899999999999,0.024390243902439025,4
13800.0,309,309,1,10.030303030303031,558.32,0.0,3
13368.0,256,337,2,11.642857142857142,573.4,0.0,3
15095.0,103,203,4,21.979591836734695,1364.6999999999998,0.0425531914893617,0
14020.0,16,88,2,11.307692307692308,642.8000000000001,0.0,4
14129.0,1,260,5,11.384615384615385,1123.8600000000001,0.0,2
14333.0,67,67,1,2.736842105263158,351.45,0.26666666666666666,3
14273.0,51,242,4,9.10344827586207,559.97,0.0,0
16008.0,23,204,3,9.787878787878787,478.78000000000003,0.0,0
16510.0,372,372,1,7.076923076923077,248.10000000000002,0.0,3
16096.0,264,264,1,12.916666666666666,320.62,0.0,3
13416.0,43,81,2,7.473684210526316,712.5,0.0,4
18210.0,1,267,6,10.432835820895523,2621.38,0.0,2
18067.0,40,40,1,5.108108108108108,396.33000000000004,0.0,4
16265.0,9,364,9,10.174418604651162,5323.15,0.0078125,2
14813.0,369,369,2,2.2758620689655173,152.87999999999997,0.0,3
17272.0,42,262,4,15.310344827586206,2144.53,0.017543859649122806,0
17124.0,185,185,1,4.161290322580645,294.24,0.0,3
16929.0,3,155,7,12.064935064935066,1295.3899999999999,0.0,2
14175.0,59,329,3,8.908536585365853,3108.0600000000004,0.10067114093959731,0
13570.0,243,243,1,5.962962962962963,239.49000000000004,0.0,3
13013.0,1,371,13,9.986486486486486,4786.99,0.0136986301369863,2
14543.0,28,364,16,6.142857142857143,2945.2200000000003,0.4411764705882353,1
17174.0,217,217,1,10.25,59.9,0.0,3
14752.0,43,43,1,52.0,389.63999999999993,0.0,4
16495.0,3,276,3,3.727272727272727,648.26,0.0,0
18236.0,29,240,6,8.224489795918368,882.24,0.0,0
13573.0,50,253,2,12.08,290.25,0.0,3
14569.0,1,1,1,6.583333333333333,227.38999999999996,0.0,4
18232.0,81,197,4,7.475,582.47,0.08108108108108109,0
15957.0,31,31,1,5.023809523809524,428.89000000000004,0.0,4
14924.0,245,245,1,6.4,310.05,0.0,3
15834.0,70,277,4,3.5239852398523985,2073.7999999999997,0.011194029850746268,0
17053.0,130,130,1,8.642857142857142,496.37999999999994,0.07692307692307693,3
16938.0,8,308,4,4.313559322033898,1878.43,0.00425531914893617,0
16107.0,17,183,7,37.935483870967744,3204.16,0.0,2
15895.0,149,149,1,8.545454545454545,179.17000000000002,0.0,3
16551.0,95,336,3,30.3125,922.12,0.0,0
15867.0,5,369,15,4.437908496732026,3788.7500000000005,0.00437636761487965,2
16145.0,8,359,11,12.962025316455696,3741.9799999999996,0.05803571428571429,2
14537.0,57,57,1,12.0,355.56000000000006,0.0,4
17656.0,73,128,5,17.0609756097561,1674.6900000000003,0.0,0
18178.0,128,364,4,9.88888888888889,1573.4099999999999,0.020618556701030927,0
18190.0,192,330,2,8.6875,274.51,0.06666666666666667,3
13606.0,29,311,3,6.9,276.75,0.0,0
17674.0,74,368,2,24.88888888888889,551.0400000000001,0.0,0
14124.0,84,84,1,323.6,419.58000000000004,0.0,1
15626.0,74,329,2,15.63265306122449,675.8000000000001,0.0,0
12994.0,4,268,3,6.027397260273973,902.2199999999999,0.19672131147540983,0
13643.0,31,185,3,9.75,519.44,0.0,0
14753.0,87,87,1,7.033333333333333,563.1499999999999,0.0,4
17079.0,78,78,1,12.0,118.80000000000001,0.0,4
17035.0,245,311,2,6.28125,388.33,0.14285714285714285,3
14647.0,201,201,1,3.25,236.04,0.0,3
15841.0,72,338,4,18.52,1209.1,0.06382978723404255,0
16374.0,66,262,2,2.185185185185185,458.78,0.0,3
14236.0,80,372,2,20.666666666666668,490.86,0.0,0
13772.0,33,239,3,3.121387283236994,1122.63,0.0,0
13233.0,74,336,2,23.348837209302324,605.1199999999999,0.0,0
16454.0,64,64,1,2.0,5.9,0.0,4
13551.0,319,319,1,3.0,91.80000000000001,0.0,3
16620.0,3,260,2,9.777777777777779,178.96,0.0,0
15554.0,277,277,1,5.285714285714286,217.2,0.0,3
17895.0,44,44,1,8.466666666666667,95.44999999999999,0.0,4
17374.0,218,281,2,3.0357142857142856,495.7699999999999,0.0,3
16850.0,333,333,1,13.105263157894736,332.41,0.0,3
14146.0,8,357,5,7.697959183673469,2949.57,0.16666666666666666,2
14966.0,14,14,1,4.972222222222222,183.01999999999998,0.0,4
17968.0,373,373,1,1.8641975308641976,265.09999999999997,0.0,3
16716.0,266,311,2,14.666666666666666,319.8000000000001,0.5,1
15226.0,310,310,1,8.875,154.41,0.0,3
15145.0,4,248,4,11.283582089552239,1194.7300000000002,0.0,0
16054.0,145,145,1,5.428571428571429,783.9000000000001,0.0,3
17419.0,11,367,12,9.0,4200.97,0.009708737864077669,2
15753.0,304,304,1,144.0,79.2,0.0,1
15971.0,17,311,12,50.470588235294116,4194.9,0.0,2
14688.0,7,373,21,8.946629213483146,5055.610000000001,0.09876543209876543,2
17642.0,119,176,2,11.85,712.29,0.0,3
17859.0,304,304,1,4.434782608695652,141.92000000000002,0.0,3
14073.0,32,32,1,9.142857142857142,139.54,0.07692307692307693,4
16478.0,25,65,3,13.176470588235293,331.0,0.0,4
16116.0,211,211,1,7.0285714285714285,592.8800000000001,0.029411764705882353,3
15436.0,12,234,3,1.9725085910652922,1067.75,0.0,0
14240.0,30,225,2,9.952380952380953,890.3400000000001,0.0,0
15874.0,63,284,7,18.291970802919707,4330.67,0.14166666666666666,2
15738.0,18,372,16,16.857954545454547,4788.77,0.017341040462427744,2
16352.0,17,37,2,10.714285714285714,494.44,0.0,4
16416.0,26,56,3,9.11111111111111,1031.4,0.014084507042253521,4
17633.0,31,120,4,8.75,1242.3400000000001,0.02857142857142857,0
14341.0,45,318,8,10.813953488372093,2151.08,0.0078125,0
17738.0,19,282,4,10.373737373737374,1863.35,0.020618556701030927,0
17917.0,45,362,3,2.0,335.03000000000003,0.0,3
17978.0,365,365,1,41.583333333333336,300.91999999999996,0.0,3
14250.0,7,89,3,10.81081081081081,1904.05,0.0,0
16621.0,51,277,4,10.413793103448276,813.4800000000001,0.0,0
15345.0,45,45,1,3.391304347826087,367.69,0.15,4
16149.0,4,142,2,17.11111111111111,280.52000000000004,0.0,4
15071.0,93,275,2,10.346153846153847,982.07,0.0,0
17940.0,49,302,9,490.5263157894737,164.32000000000016,0.11764705882352941,1
13923.0,53,53,1,9.25,351.13000000000005,0.0,4
15389.0,172,172,1,400.0,500.0,0.0,1
14622.0,184,184,1,6.9523809523809526,320.58,0.0,3
15555.0,12,369,16,4.801098901098901,4745.75,0.02824858757062147,2
14860.0,19,19,1,19.166666666666668,168.62,0.09090909090909091,4
13650.0,16,267,6,9.36734693877551,1809.34,0.020833333333333332,0
18228.0,56,79,2,7.375,769.2,0.06666666666666667,4
17266.0,2,147,3,2.095890410958904,296.58,0.0,0
18055.0,7,369,10,6.778393351800554,6729.289999999999,0.008379888268156424,2
14967.0,49,49,1,23.333333333333332,463.8,0.0,4
17502.0,9,29,4,13.428571428571429,689.0999999999999,0.0,4
17179.0,178,361,3,3.625,711.79,0.0,3
16653.0,16,71,2,9.513157894736842,1166.9200000000003,0.10144927536231885,4
14661.0,26,26,1,8.75,107.95,0.0,4
18145.0,12,312,4,11.877828054298643,2861.55,0.0,0
14946.0,14,14,1,7.333333333333333,100.9,0.0,4
15825.0,172,172,1,11.0,532.94,0.0,3
16714.0,317,317,2,6.735632183908046,864.06,0.011627906976744186,3
17139.0,15,288,12,10.61111111111111,10567.869999999999,0.018867924528301886,2
17171.0,289,289,1,11.5625,224.91,0.0,3
17724.0,71,138,3,6.4222222222222225,995.65,0.125,0
16509.0,296,296,1,4.923076923076923,363.70000000000005,0.0,3
15746.0,134,134,1,4.482758620689655,182.96000000000004,0.03571428571428571,3
14152.0,75,234,2,13.98,611.09,0.02040816326530612,0
17802.0,82,372,3,5.054421768707483,1251.8400000000001,0.05,0
16124.0,317,317,1,2.5625,187.14999999999998,0.45454545454545453,1
16126.0,29,296,4,18.162393162393162,6287.77,0.0,2
12938.0,25,25,1,15.555555555555555,114.13999999999999,0.0,4
15408.0,264,264,1,3.1176470588235294,267.18,0.0,3
16344.0,158,158,1,9.0,101.10000000000001,0.0,3
14298.0,8,360,44,35.37865853658536,50862.44,0.0018326206475259622,2
14342.0,21,210,4,14.695652173913043,608.71,0.09523809523809523,0
13801.0,66,66,1,7.304347826086956,324.79999999999995,0.0,4
17549.0,23,51,2,35.0,148.86,0.0,4
17856.0,1,281,4,48.588235294117645,1393.79,0.13333333333333333,2
15967.0,23,318,2,2.5625,397.67999999999995,0.0,0
15552.0,217,217,1,3.5294117647058822,90.12,0.0,3
14530.0,25,296,6,6.549295774647887,2862.11,0.0,0
18013.0,155,155,2,9.193548387096774,187.29,0.0,3
15981.0,24,311,8,19.237113402061855,3408.48,0.0,2
17330.0,22,67,2,20.0,363.9,0.0,4
14345.0,38,38,1,8.333333333333334,108.97999999999999,0.0,4
15179.0,18,319,5,20.073684210526316,2186.2000000000007,0.021505376344086023,0
13928.0,10,133,4,4.777777777777778,464.57,0.0,0
15740.0,49,49,1,16.88888888888889,154.88000000000002,0.0,4
17974.0,24,219,3,3.0303030303030303,703.99,0.0,0
17397.0,22,22,2,2.808988764044944,681.41,0.0,4
18269.0,366,366,1,8.75,138.9,0.14285714285714285,3
15263.0,106,106,1,7.416666666666667,156.50999999999996,0.0,3
16029.0,38,373,62,126.44360902255639,60177.89,0.10833333333333334,2
14107.0,51,364,7,14.419354838709678,2688.48,0.008130081300813009,0
16226.0,203,235,3,24.0,255.12,0.0,3
13030.0,11,368,2,3.782608695652174,752.4399999999999,0.0,0
13897.0,50,50,1,11.764705882352942,311.15999999999997,0.0,4
15152.0,9,187,13,9.690647482014388,4684.24,0.025830258302583026,2
14071.0,3,264,8,2.609090909090909,1291.3400000000001,0.028037383177570093,2
16146.0,157,232,3,14.724137931034482,734.1299999999999,0.0,0
17955.0,198,219,4,14.368421052631579,557.3,0.0,0
12748.0,0,373,206,5.296396396396396,29819.99,0.00977939504207414,2
15279.0,354,354,1,8.80952380952381,277.40999999999997,0.10526315789473684,3
13837.0,211,317,2,10.11111111111111,266.59000000000003,0.0,3
13151.0,295,295,1,4.8133333333333335,1250.3700000000003,0.013513513513513514,3
16924.0,21,84,3,5.218390804597701,722.6399999999999,0.07407407407407407,0
16570.0,15,311,10,15.413533834586467,3622.95,0.05555555555555555,2
17966.0,37,261,5,37.80882352941177,1098.4299999999998,0.0,0
13244.0,92,92,1,1.4074074074074074,121.74,0.0,3
15414.0,9,242,3,11.35897435897436,774.9,0.0,0
15809.0,36,302,5,5.837209302325581,399.21,0.22857142857142856,0
16752.0,372,372,1,6.0,207.5,0.0,3
14997.0,46,178,3,40.81481481481482,540.98,0.038461538461538464,0
15032.0,256,366,3,48.50909090909091,4464.1,0.057692307692307696,1
15128.0,60,219,4,12.063636363636364,1423.25,0.0784313725490196,0
17489.0,58,212,2,14.758620689655173,376.63999999999993,0.0,0
15643.0,191,282,3,6.722222222222222,647.4000000000001,0.09090909090909091,3
14443.0,53,368,4,9.5,1400.88,0.053763440860215055,0
18017.0,81,310,3,100.0,523.0,0.0,1
17359.0,11,11,1,10.733333333333333,127.85999999999999,0.0,4
12944.0,35,354,2,9.633333333333333,604.5099999999999,0.0,0
16072.0,288,288,1,6.086956521739131,584.32,0.0,3
16754.0,372,372,1,2140.0,2002.4,0.0,1
13212.0,19,61,3,2.1690140845070425,779.33,0.0070921985815602835,4
16793.0,57,57,1,9.125,243.84,0.0,4
13338.0,157,157,1,10.695652173913043,381.82000000000005,0.2777777777777778,1
13974.0,49,49,1,8.892857142857142,413.59,0.0,4
13137.0,10,308,8,3.20203488372093,3557.96,0.001455604075691412,2
15365.0,25,315,7,5.06,1549.1700000000003,0.3157894736842105,1
17019.0,11,368,4,3.5964912280701755,1258.08,0.0,0
